sen	Polarity	Sentence
compound	-0.631	They may have upon the camera , but it is worse than Mi A on all .
neg	0.242	They may have upon the camera , but it is worse than Mi A on all .
neu	0.758	They may have upon the camera , but it is worse than Mi A on all .
neu	1.0	What are you under your hat !
compound	0.6369	unbox m i love android one .
neu	0.417	unbox m i love android one .
pos	0.583	unbox m i love android one .
compound	0.422	I have the mi a it ' s a very good phone for gaming but the battery is really really bad I wish I had take the note pro G + or G + Anyone who to buy this phone , please do n ' t buy the version .
neg	0.125	I have the mi a it ' s a very good phone for gaming but the battery is really really bad I wish I had take the note pro G + or G + Anyone who to buy this phone , please do n ' t buy the version .
neu	0.666	I have the mi a it ' s a very good phone for gaming but the battery is really really bad I wish I had take the note pro G + or G + Anyone who to buy this phone , please do n ' t buy the version .
pos	0.209	I have the mi a it ' s a very good phone for gaming but the battery is really really bad I wish I had take the note pro G + or G + Anyone who to buy this phone , please do n ' t buy the version .
neu	1.0	It works very slow to the other and the with the same processor .
compound	0.2023	The or are working fine and very fast .
neu	0.795	The or are working fine and very fast .
pos	0.205	The or are working fine and very fast .
compound	0.7269	If you want a better battery performance , just use battery saving as and it will last longer and update to android pie when it , it will give you better battery performance .
neu	0.792	If you want a better battery performance , just use battery saving as and it will last longer and update to android pie when it , it will give you better battery performance .
pos	0.208	If you want a better battery performance , just use battery saving as and it will last longer and update to android pie when it , it will give you better battery performance .
neu	1.0	Poco F OR MI A ?
compound	0.5106	one power Can we trust the phone or is it going to be sending our information to the government ?
neu	0.845	one power Can we trust the phone or is it going to be sending our information to the government ?
pos	0.155	one power Can we trust the phone or is it going to be sending our information to the government ?
compound	0.8122	What would you suggest on your perspective is a better phone to buy if i could increase my budget range mi a or .. 😂 what kind of do u test man !
neg	0.048	What would you suggest on your perspective is a better phone to buy if i could increase my budget range mi a or .. 😂 what kind of do u test man !
neu	0.714	What would you suggest on your perspective is a better phone to buy if i could increase my budget range mi a or .. 😂 what kind of do u test man !
pos	0.237	What would you suggest on your perspective is a better phone to buy if i could increase my budget range mi a or .. 😂 what kind of do u test man !
compound	0.1531	Does this one break like a too and are just bunch of selling their ... : universe 😂 No , no Pay .
neg	0.248	Does this one break like a too and are just bunch of selling their ... : universe 😂 No , no Pay .
neu	0.548	Does this one break like a too and are just bunch of selling their ... : universe 😂 No , no Pay .
pos	0.203	Does this one break like a too and are just bunch of selling their ... : universe 😂 No , no Pay .
compound	-0.296	The only thing that is missing Too much unnecessary .
neg	0.216	The only thing that is missing Too much unnecessary .
neu	0.784	The only thing that is missing Too much unnecessary .
compound	0.923	For me it it because I ' m just and I ' m so happy because I my money and I bought the phone and happy because its the first one I got by my self its the gold edition I was given also a screen because the people at the shop were nice and the phone Worth ' s but for me it Worth ' s I did n ' t pay but its the feeling of doing something new that was worth it Can you give me a phone thank you Which do you prefer , the f or the mi a ?
neg	0.017	For me it it because I ' m just and I ' m so happy because I my money and I bought the phone and happy because its the first one I got by my self its the gold edition I was given also a screen because the people at the shop were nice and the phone Worth ' s but for me it Worth ' s I did n ' t pay but its the feeling of doing something new that was worth it Can you give me a phone thank you Which do you prefer , the f or the mi a ?
neu	0.787	For me it it because I ' m just and I ' m so happy because I my money and I bought the phone and happy because its the first one I got by my self its the gold edition I was given also a screen because the people at the shop were nice and the phone Worth ' s but for me it Worth ' s I did n ' t pay but its the feeling of doing something new that was worth it Can you give me a phone thank you Which do you prefer , the f or the mi a ?
pos	0.196	For me it it because I ' m just and I ' m so happy because I my money and I bought the phone and happy because its the first one I got by my self its the gold edition I was given also a screen because the people at the shop were nice and the phone Worth ' s but for me it Worth ' s I did n ' t pay but its the feeling of doing something new that was worth it Can you give me a phone thank you Which do you prefer , the f or the mi a ?
compound	0.6486	Is this phone good for play ?
neu	0.43	Is this phone good for play ?
pos	0.57	Is this phone good for play ?
neu	1.0	.😁 How much in us dollar ?
compound	0.0828	Please come in So much awkward video is best Let ' s see Pro M Killer for X How is the battery life ?
neg	0.223	Please come in So much awkward video is best Let ' s see Pro M Killer for X How is the battery life ?
neu	0.542	Please come in So much awkward video is best Let ' s see Pro M Killer for X How is the battery life ?
pos	0.235	Please come in So much awkward video is best Let ' s see Pro M Killer for X How is the battery life ?
compound	0.3374	The X is than Mi A it is not good as the A but i think that the it ' s not too big and the X is really good to its price Mi A is indeed an amazing device .
neg	0.123	The X is than Mi A it is not good as the A but i think that the it ' s not too big and the X is really good to its price Mi A is indeed an amazing device .
neu	0.743	The X is than Mi A it is not good as the A but i think that the it ' s not too big and the X is really good to its price Mi A is indeed an amazing device .
pos	0.133	The X is than Mi A it is not good as the A but i think that the it ' s not too big and the X is really good to its price Mi A is indeed an amazing device .
compound	-0.3744	I used it myself and it completely until I facing ghost screen issue which could n ' t fix and did n ' t replace .
neg	0.138	I used it myself and it completely until I facing ghost screen issue which could n ' t fix and did n ' t replace .
neu	0.862	I used it myself and it completely until I facing ghost screen issue which could n ' t fix and did n ' t replace .
neu	1.0	So I sold it and bought a plus .
compound	0.6369	The best part about Mi A is the amount of development it .
neu	0.704	The best part about Mi A is the amount of development it .
pos	0.296	The best part about Mi A is the amount of development it .
compound	0.5859	There are of amazing custom and available for Mi A with the official .
neu	0.743	There are of amazing custom and available for Mi A with the official .
pos	0.257	There are of amazing custom and available for Mi A with the official .
neu	1.0	Mi A still in front of Mi A in of .
neu	1.0	This or POCO F ?
compound	0.2484	u can get mi a for £ , they are very competitive A do wireless charging ?
neu	0.834	u can get mi a for £ , they are very competitive A do wireless charging ?
pos	0.166	u can get mi a for £ , they are very competitive A do wireless charging ?
compound	0.4939	Honor x Not too long ago were .
neu	0.61	Honor x Not too long ago were .
pos	0.39	Honor x Not too long ago were .
neu	1.0	Now is budget .
neu	1.0	Let ’ s see what in the next Rapid ?
neu	1.0	Not with this Android one phone !
compound	0.4939	are forgetting this is an Android one hand set .
neu	0.714	are forgetting this is an Android one hand set .
pos	0.286	are forgetting this is an Android one hand set .
compound	-0.5267	Try the MI NOTE PRO i hate this mi a I use Nova Launcher because when I change I want the same experience .
neg	0.176	Try the MI NOTE PRO i hate this mi a I use Nova Launcher because when I change I want the same experience .
neu	0.762	Try the MI NOTE PRO i hate this mi a I use Nova Launcher because when I change I want the same experience .
pos	0.062	Try the MI NOTE PRO i hate this mi a I use Nova Launcher because when I change I want the same experience .
neu	1.0	Would an Android One phone make a difference to me ?
compound	-0.8366	No head phone jack Less battery backup No Fast charger in the box Worst ram management Very irritating brightness .
neg	0.411	No head phone jack Less battery backup No Fast charger in the box Worst ram management Very irritating brightness .
neu	0.488	No head phone jack Less battery backup No Fast charger in the box Worst ram management Very irritating brightness .
pos	0.1	No head phone jack Less battery backup No Fast charger in the box Worst ram management Very irritating brightness .
compound	-0.6249	Its a worst deal .
neg	0.672	Its a worst deal .
neu	0.328	Its a worst deal .
compound	0.6249	I ' m excited about this A ... can compete with yes ?
neu	0.541	I ' m excited about this A ... can compete with yes ?
pos	0.459	I ' m excited about this A ... can compete with yes ?
compound	0.3182	: can anyone tell me the name of that music please one power or Mi A ?
neu	0.85	: can anyone tell me the name of that music please one power or Mi A ?
pos	0.15	: can anyone tell me the name of that music please one power or Mi A ?
compound	0.4767	Holy banana , , , ,😂 , , , , respect from I use It ' s and not and Something I do n ' t hear Lew talking about with these is .
neu	0.853	Holy banana , , , ,😂 , , , , respect from I use It ' s and not and Something I do n ' t hear Lew talking about with these is .
pos	0.147	Holy banana , , , ,😂 , , , , respect from I use It ' s and not and Something I do n ' t hear Lew talking about with these is .
neu	1.0	These global version that you have to buy from Express , , .
compound	-0.2411	do n ' t have all the for US not sure about Canada .
neg	0.179	do n ' t have all the for US not sure about Canada .
neu	0.821	do n ' t have all the for US not sure about Canada .
neu	1.0	I use Cricket AT & T and I would only have one band , and it is n ' t the main one .
compound	0.3182	I ' m curious how much of an impact this would have on a day - to - day basis .
neu	0.85	I ' m curious how much of an impact this would have on a day - to - day basis .
pos	0.15	I ' m curious how much of an impact this would have on a day - to - day basis .
compound	0.6369	One of the best In my mind is the .
neu	0.656	One of the best In my mind is the .
pos	0.344	One of the best In my mind is the .
neu	1.0	and around /€ What ' s the name of the song he on to check out the ?
compound	0.1779	And no , it ' s not Sandstorm 😂 Loo can you wear a wig for a couple of ?
neg	0.179	And no , it ' s not Sandstorm 😂 Loo can you wear a wig for a couple of ?
neu	0.655	And no , it ' s not Sandstorm 😂 Loo can you wear a wig for a couple of ?
pos	0.166	And no , it ' s not Sandstorm 😂 Loo can you wear a wig for a couple of ?
compound	0.3182	Does pay support in Mi A ?
neg	0.197	Does pay support in Mi A ?
neu	0.423	Does pay support in Mi A ?
pos	0.38	Does pay support in Mi A ?
compound	0.5574	Just got the mi a and the phone itself is fantastic .
neu	0.714	Just got the mi a and the phone itself is fantastic .
pos	0.286	Just got the mi a and the phone itself is fantastic .
compound	-0.4019	The problem I have is the compatibility with .
neg	0.31	The problem I have is the compatibility with .
neu	0.69	The problem I have is the compatibility with .
compound	-0.0772	Sadly it like I ’ have to try and sell it .
neg	0.228	Sadly it like I ’ have to try and sell it .
neu	0.569	Sadly it like I ’ have to try and sell it .
pos	0.203	Sadly it like I ’ have to try and sell it .
neu	1.0	My suggestion is x .
compound	-0.0387	sorry for that question but what lens do you use to capture that front face - to - face ?
neg	0.067	sorry for that question but what lens do you use to capture that front face - to - face ?
neu	0.933	sorry for that question but what lens do you use to capture that front face - to - face ?
compound	0.1027	that like a super wide lens but there is no distortion at all .
neg	0.175	that like a super wide lens but there is no distortion at all .
neu	0.562	that like a super wide lens but there is no distortion at all .
pos	0.263	that like a super wide lens but there is no distortion at all .
neu	1.0	is it zero - d maybe ?
compound	0.4404	What ' s better Mi A or the poco f ?
neu	0.633	What ' s better Mi A or the poco f ?
pos	0.367	What ' s better Mi A or the poco f ?
neu	1.0	Can I use this in the with And I got it for under !
compound	-0.296	Did he get 😂👍 No ?
neg	0.355	Did he get 😂👍 No ?
neu	0.645	Did he get 😂👍 No ?
compound	0.3182	please ?
pos	1.0	please ?
neu	1.0	This phone or the lite version ?
compound	0.3612	I like long battery life and speedy performance so .
neu	0.737	I like long battery life and speedy performance so .
pos	0.263	I like long battery life and speedy performance so .
neu	1.0	Rear camera is + S rooted and it anything else coming out .
compound	0.3182	Please react to pro m Any ?
neu	0.635	Please react to pro m Any ?
pos	0.365	Please react to pro m Any ?
compound	-0.4215	I broke my X camera glass .
neg	0.483	I broke my X camera glass .
neu	0.517	I broke my X camera glass .
compound	-0.296	I need a phone for work so bought a Mi A as a stop gap , intending to have the X .
neg	0.145	I need a phone for work so bought a Mi A as a stop gap , intending to have the X .
neu	0.855	I need a phone for work so bought a Mi A as a stop gap , intending to have the X .
compound	0.6249	I ' not the X because the Mi A is a great phone .
neu	0.631	I ' not the X because the Mi A is a great phone .
pos	0.369	I ' not the X because the Mi A is a great phone .
compound	0.5859	The price is amazing too .
neu	0.513	The price is amazing too .
pos	0.487	The price is amazing too .
neu	1.0	hey i the phone time and now i cant turn on the phone with the power on button i have to use all together but for turnoff it works tho does anyone know how to fix this ?
compound	0.765	It would be perfect with a much better battery life .
neu	0.515	It would be perfect with a much better battery life .
pos	0.485	It would be perfect with a much better battery life .
neu	1.0	It ' s just average The rear camera a + setup !
compound	0.4404	To they just need to make a Android one phone The Mi A is actually better than the F in .
neu	0.847	To they just need to make a Android one phone The Mi A is actually better than the F in .
pos	0.153	To they just need to make a Android one phone The Mi A is actually better than the F in .
compound	-0.4404	weak battery ?
neg	0.744	weak battery ?
neu	0.256	weak battery ?
neu	1.0	What about ?
compound	0.923	I prefer the A lite Please please please i need the real me Is this still a good phone I love Android One !
neu	0.476	I prefer the A lite Please please please i need the real me Is this still a good phone I love Android One !
pos	0.524	I prefer the A lite Please please please i need the real me Is this still a good phone I love Android One !
compound	0.3182	Please use the f for how many mi here ?
neu	0.753	Please use the f for how many mi here ?
pos	0.247	Please use the f for how many mi here ?
neu	1.0	: Whats the name of the song ?
compound	0.6989	do Y I bought yesterday the and version and I really love it !
neu	0.653	do Y I bought yesterday the and version and I really love it !
pos	0.347	do Y I bought yesterday the and version and I really love it !
compound	0.6908	Love the premium feeling , the smoothness of the OS and the .
neu	0.612	Love the premium feeling , the smoothness of the OS and the .
pos	0.388	Love the premium feeling , the smoothness of the OS and the .
compound	0.81	Switched from and S Plus and I have to say , I ’ m very happy and satisfied with it !
neu	0.62	Switched from and S Plus and I have to say , I ’ m very happy and satisfied with it !
pos	0.38	Switched from and S Plus and I have to say , I ’ m very happy and satisfied with it !
compound	0.6239	It ’ s simply amazing !
neu	0.328	It ’ s simply amazing !
pos	0.672	It ’ s simply amazing !
compound	0.7088	No doubt why best selling in : Great review !
neg	0.272	No doubt why best selling in : Great review !
neu	0.231	No doubt why best selling in : Great review !
pos	0.497	No doubt why best selling in : Great review !
compound	0.8316	this thing with almost anything coming into its range , Honor x , Honor Play , Nova i , .+ , + , F , V .
neu	0.556	this thing with almost anything coming into its range , Honor x , Honor Play , Nova i , .+ , + , F , V .
pos	0.444	this thing with almost anything coming into its range , Honor x , Honor Play , Nova i , .+ , + , F , V .
compound	-0.1154	But its camera is coming on top , in low - light .
neg	0.206	But its camera is coming on top , in low - light .
neu	0.623	But its camera is coming on top , in low - light .
pos	0.171	But its camera is coming on top , in low - light .
compound	-0.1012	For anyone who that its camera is not that great , I ' only ask them for a better one in this price - range .
neg	0.136	For anyone who that its camera is not that great , I ' only ask them for a better one in this price - range .
neu	0.744	For anyone who that its camera is not that great , I ' only ask them for a better one in this price - range .
pos	0.12	For anyone who that its camera is not that great , I ' only ask them for a better one in this price - range .
neu	1.0	Even more .
compound	0.7184	Are you ？ I ' m gon na it Watching this on My Note Pro and feeling like a 😎 what launcher does he use what launcher does lew use ?
neu	0.781	Are you ？ I ' m gon na it Watching this on My Note Pro and feeling like a 😎 what launcher does he use what launcher does lew use ?
pos	0.219	Are you ？ I ' m gon na it Watching this on My Note Pro and feeling like a 😎 what launcher does he use what launcher does lew use ?
neu	1.0	will it apple earphone ?
compound	0.6808	This or honor play ?
neu	0.263	This or honor play ?
pos	0.737	This or honor play ?
compound	0.4404	note better You have to review the j you me j .. i have an s and this thing is just as fast and actually better camera though but for the price ?
neu	0.87	note better You have to review the j you me j .. i have an s and this thing is just as fast and actually better camera though but for the price ?
pos	0.13	note better You have to review the j you me j .. i have an s and this thing is just as fast and actually better camera though but for the price ?
compound	0.7034	GREAT PHONE I bought this 😁😁 I ' m with you .
neu	0.554	GREAT PHONE I bought this 😁😁 I ' m with you .
pos	0.446	GREAT PHONE I bought this 😁😁 I ' m with you .
neu	1.0	I a Nexus in .
neu	1.0	It was a Galaxy Nexus .
neu	1.0	I never another Android device if it ' s not stock Android .
compound	0.636	I now have a Mi A , and I ' m loving it !
neu	0.544	I now have a Mi A , and I ' m loving it !
pos	0.456	I now have a Mi A , and I ' m loving it !
compound	0.4019	I convinced my wife to get a Mi A Lite .
neu	0.69	I convinced my wife to get a Mi A Lite .
pos	0.31	I convinced my wife to get a Mi A Lite .
compound	0.9124	This phone is giving FLAGSHIP CAMERA IN MID RANGE Price Value for Lew i got u love Android one , So I have a device i would like to suggest u and ask u to unbox and evaluate it .
neu	0.656	This phone is giving FLAGSHIP CAMERA IN MID RANGE Price Value for Lew i got u love Android one , So I have a device i would like to suggest u and ask u to unbox and evaluate it .
pos	0.344	This phone is giving FLAGSHIP CAMERA IN MID RANGE Price Value for Lew i got u love Android one , So I have a device i would like to suggest u and ask u to unbox and evaluate it .
neu	1.0	Its a company .
compound	0.4404	n i have seen good about it .
neu	0.58	n i have seen good about it .
pos	0.42	n i have seen good about it .
neu	1.0	Its Note and Note stylus .
neu	1.0	In to range .
neu	1.0	What is the music at : ?
neu	1.0	unpopular opinion but i actually do n ' t mind that much .
compound	0.4347	I do kind of wish he took the out in the re here for camera is easier to prove are so Apple 😂😂 But and a made in the same country I this would not get very good coverage in US is that true ?
neg	0.072	I do kind of wish he took the out in the re here for camera is easier to prove are so Apple 😂😂 But and a made in the same country I this would not get very good coverage in US is that true ?
neu	0.775	I do kind of wish he took the out in the re here for camera is easier to prove are so Apple 😂😂 But and a made in the same country I this would not get very good coverage in US is that true ?
pos	0.153	I do kind of wish he took the out in the re here for camera is easier to prove are so Apple 😂😂 But and a made in the same country I this would not get very good coverage in US is that true ?
neu	1.0	Anyone in the US tried it ?
compound	0.4939	or should I get the Honor x As far as I can see , on front side , A an ambient light sensor , a proximity sensor and a camera .
neu	0.862	or should I get the Honor x As far as I can see , on front side , A an ambient light sensor , a proximity sensor and a camera .
pos	0.138	or should I get the Honor x As far as I can see , on front side , A an ambient light sensor , a proximity sensor and a camera .
compound	-0.5859	A had a problem the proximity sensor was far from speaker and depending where you keep the phone during call it can fail to engage lock screen .
neg	0.203	A had a problem the proximity sensor was far from speaker and depending where you keep the phone during call it can fail to engage lock screen .
neu	0.719	A had a problem the proximity sensor was far from speaker and depending where you keep the phone during call it can fail to engage lock screen .
pos	0.078	A had a problem the proximity sensor was far from speaker and depending where you keep the phone during call it can fail to engage lock screen .
neu	1.0	: where is the proximity sensor on A ?
neu	1.0	Near speaker or far right ?
compound	0.8555	Mi is the best from fan Watching in my mi a here .. rare camera is + i have the lite I hope I could get one Review the .
neu	0.691	Mi is the best from fan Watching in my mi a here .. rare camera is + i have the lite I hope I could get one Review the .
pos	0.309	Mi is the best from fan Watching in my mi a here .. rare camera is + i have the lite I hope I could get one Review the .
compound	0.4404	Plus , it ' s ahead of this trash It ' s good deal for specs on paper not for what reality is .
neu	0.854	Plus , it ' s ahead of this trash It ' s good deal for specs on paper not for what reality is .
pos	0.146	Plus , it ' s ahead of this trash It ' s good deal for specs on paper not for what reality is .
compound	0.2382	May b they r providing u good which is review product but what we get in market comes with yellowish pic not as i ordered .
neu	0.911	May b they r providing u good which is review product but what we get in market comes with yellowish pic not as i ordered .
pos	0.089	May b they r providing u good which is review product but what we get in market comes with yellowish pic not as i ordered .
compound	-0.5423	This is such a bad phone , i mean who .
neg	0.368	This is such a bad phone , i mean who .
neu	0.632	This is such a bad phone , i mean who .
neu	1.0	jack from a budget phone .
neu	1.0	And the is not in proper way .
compound	0.3182	It a huge battery drain not even till evening for moderate use .
neu	0.813	It a huge battery drain not even till evening for moderate use .
pos	0.187	It a huge battery drain not even till evening for moderate use .
compound	0.204	Totally disappointed .. is the best still ...
neg	0.25	Totally disappointed .. is the best still ...
neu	0.441	Totally disappointed .. is the best still ...
pos	0.309	Totally disappointed .. is the best still ...
compound	0.6486	The day is near when will take over the world 😎 Hey L Please Unbox .
neu	0.739	The day is near when will take over the world 😎 Hey L Please Unbox .
pos	0.261	The day is near when will take over the world 😎 Hey L Please Unbox .
neu	1.0	plus ...
compound	0.5927	The latest here in I At a similar step down processor but much better build quality and a more reliable phone ...
neu	0.824	The latest here in I At a similar step down processor but much better build quality and a more reliable phone ...
pos	0.176	The latest here in I At a similar step down processor but much better build quality and a more reliable phone ...
compound	0.5106	I think note is better Dude , please do re - review for for the new please .. and .. is it a steal deal for now ?
neg	0.108	I think note is better Dude , please do re - review for for the new please .. and .. is it a steal deal for now ?
neu	0.64	I think note is better Dude , please do re - review for for the new please .. and .. is it a steal deal for now ?
pos	0.253	I think note is better Dude , please do re - review for for the new please .. and .. is it a steal deal for now ?
neu	1.0	Does it have a removable battery ?
compound	0.69	The Note is far way better than this one you just I like copy X camera Give it to me !
neu	0.738	The Note is far way better than this one you just I like copy X camera Give it to me !
pos	0.262	The Note is far way better than this one you just I like copy X camera Give it to me !
compound	0.6597	play Honestly I ca n ' t understand the whole `` stock android '' thing .
neu	0.625	play Honestly I ca n ' t understand the whole `` stock android '' thing .
pos	0.375	play Honestly I ca n ' t understand the whole `` stock android '' thing .
compound	0.6369	Sure , there are some restrictive that lock you to their experience , but usually you can just install whatever launcher you want and the stock Android are on the play store .
neu	0.813	Sure , there are some restrictive that lock you to their experience , but usually you can just install whatever launcher you want and the stock Android are on the play store .
pos	0.187	Sure , there are some restrictive that lock you to their experience , but usually you can just install whatever launcher you want and the stock Android are on the play store .
compound	0.705	Yes , there ' s the menu , but honestly how often do you go into the after you get everything set up ?
neu	0.744	Yes , there ' s the menu , but honestly how often do you go into the after you get everything set up ?
pos	0.256	Yes , there ' s the menu , but honestly how often do you go into the after you get everything set up ?
neu	1.0	I have note Watching this on my Mi A lite .
compound	0.6115	Very happy with it .
neu	0.429	Very happy with it .
pos	0.571	Very happy with it .
compound	-0.4215	My old broke and I bought this to hold me over until the comes out .
neg	0.177	My old broke and I bought this to hold me over until the comes out .
neu	0.823	My old broke and I bought this to hold me over until the comes out .
compound	0.4173	This is very much like a budget .
neu	0.643	This is very much like a budget .
pos	0.357	This is very much like a budget .
compound	0.3612	and like a .
neu	0.286	and like a .
pos	0.714	and like a .
compound	0.6249	Great battery life .
neu	0.328	Great battery life .
pos	0.672	Great battery life .
neu	1.0	I may not buy the depending on the specs and stay with this .
neu	1.0	I ' m in the U .
compound	0.3182	on T - Mobile if anyone is curious .
neu	0.685	on T - Mobile if anyone is curious .
pos	0.315	on T - Mobile if anyone is curious .
neu	1.0	check mi mix Are n ' t there any or customs in Canada / when from ?
compound	-0.1027	Here in I would pay € more for the Mi A .
neg	0.167	Here in I would pay € more for the Mi A .
neu	0.833	Here in I would pay € more for the Mi A .
neu	1.0	So € instead of € , which is a lot for the Mi A .
compound	-0.296	: NO IN US DO N ' T BUY .
neg	0.355	: NO IN US DO N ' T BUY .
neu	0.645	: NO IN US DO N ' T BUY .
compound	-0.296	I REPEAT , NO IN THE US , DO NOT BUY .
neg	0.239	I REPEAT , NO IN THE US , DO NOT BUY .
neu	0.761	I REPEAT , NO IN THE US , DO NOT BUY .
compound	-0.3182	He really should have it , it is trap for US .
neg	0.204	He really should have it , it is trap for US .
neu	0.796	He really should have it , it is trap for US .
neu	1.0	It ' s not + camera it is + camera setup !
compound	-0.5859	Unbox therapy make mistake .😀 In between : Unfortunately , it ' s over in .
neg	0.348	Unbox therapy make mistake .😀 In between : Unfortunately , it ' s over in .
neu	0.652	Unbox therapy make mistake .😀 In between : Unfortunately , it ' s over in .
compound	0.5719	Not as affordable as it should be , but it ' s still a nice phone .
neu	0.748	Not as affordable as it should be , but it ' s still a nice phone .
pos	0.252	Not as affordable as it should be , but it ' s still a nice phone .
compound	0.4404	Good for gaming ?
neu	0.408	Good for gaming ?
pos	0.592	Good for gaming ?
compound	0.8992	x is way more better than this I am an Apple user , but considering the direction Apple is taking with their and the this like an excellent phone to consider .
neu	0.695	x is way more better than this I am an Apple user , but considering the direction Apple is taking with their and the this like an excellent phone to consider .
pos	0.305	x is way more better than this I am an Apple user , but considering the direction Apple is taking with their and the this like an excellent phone to consider .
neu	1.0	I bought a new Mi phone at on for T - Mobile service .
compound	-0.5849	It is very bad .
neg	0.558	It is very bad .
neu	0.442	It is very bad .
neu	1.0	It a lot issue to receive and text .
neu	1.0	connection issue also .
neu	1.0	Never buy Mi phone again .
neu	1.0	it is junk .
compound	0.6124	If Lew like this phone , I like it too .
neu	0.545	If Lew like this phone , I like it too .
pos	0.455	If Lew like this phone , I like it too .
neu	1.0	note Check it out Lew , check out the Phone .
compound	0.3818	It is a mobile with all a is capable of .
neu	0.729	It is a mobile with all a is capable of .
pos	0.271	It is a mobile with all a is capable of .
neu	1.0	With g connection !
neu	1.0	I ' m a very simple man I use , , and .
compound	-0.2796	I want a fast phone and good camera , dont care about other nonsense , is this the right one for me ?
neg	0.226	I want a fast phone and good camera , dont care about other nonsense , is this the right one for me ?
neu	0.595	I want a fast phone and good camera , dont care about other nonsense , is this the right one for me ?
pos	0.179	I want a fast phone and good camera , dont care about other nonsense , is this the right one for me ?
compound	0.5859	I can ’ t stand android that ’ t stock just me I still rock a note aside my x , and that is pretty solid for its time and .
neu	0.798	I can ’ t stand android that ’ t stock just me I still rock a note aside my x , and that is pretty solid for its time and .
pos	0.202	I can ’ t stand android that ’ t stock just me I still rock a note aside my x , and that is pretty solid for its time and .
compound	-0.2263	Since I don ’ t use outside the home on g i forget when i charge that thing .
neg	0.147	Since I don ’ t use outside the home on g i forget when i charge that thing .
neu	0.853	Since I don ’ t use outside the home on g i forget when i charge that thing .
compound	0.486	phone are rock solid you cant go wrong with them .
neu	0.658	phone are rock solid you cant go wrong with them .
pos	0.342	phone are rock solid you cant go wrong with them .
compound	0.8122	Fantastic phone love you sir 😜👌 k check out the the downside the headset men why the god damn earth erase how can you charge ur phone while listening music , except the headset but it while in gaming in after year of I found my favorite channel !
neg	0.063	Fantastic phone love you sir 😜👌 k check out the the downside the headset men why the god damn earth erase how can you charge ur phone while listening music , except the headset but it while in gaming in after year of I found my favorite channel !
neu	0.735	Fantastic phone love you sir 😜👌 k check out the the downside the headset men why the god damn earth erase how can you charge ur phone while listening music , except the headset but it while in gaming in after year of I found my favorite channel !
pos	0.202	Fantastic phone love you sir 😜👌 k check out the the downside the headset men why the god damn earth erase how can you charge ur phone while listening music , except the headset but it while in gaming in after year of I found my favorite channel !
neu	1.0	I watch all the old time before sleep ...
compound	0.8271	I do n ' t now ur name but thanks for being here : D Comment from live in Poco is better why ?
neu	0.661	I do n ' t now ur name but thanks for being here : D Comment from live in Poco is better why ?
pos	0.339	I do n ' t now ur name but thanks for being here : D Comment from live in Poco is better why ?
neu	1.0	all new phone is the same ?
compound	0.3612	like .
pos	1.0	like .
neu	1.0	why ?
neu	1.0	😅😅😅 Song in : ?
compound	0.4003	actually best possible decision for a buy , Ill never again spend more than € on a !
neg	0.153	actually best possible decision for a buy , Ill never again spend more than € on a !
neu	0.601	actually best possible decision for a buy , Ill never again spend more than € on a !
pos	0.246	actually best possible decision for a buy , Ill never again spend more than € on a !
compound	0.3604	very happy with it and had it for I have a Nexus x but I intend to get the Mi A Lite but there are a few .
neu	0.889	very happy with it and had it for I have a Nexus x but I intend to get the Mi A Lite but there are a few .
pos	0.111	very happy with it and had it for I have a Nexus x but I intend to get the Mi A Lite but there are a few .
neu	1.0	Firstly , its a downgrade from a Snapdragon to a .
compound	0.2023	Is the difference between the two going to have a significant impact on the experience / performance ?
neu	0.886	Is the difference between the two going to have a significant impact on the experience / performance ?
pos	0.114	Is the difference between the two going to have a significant impact on the experience / performance ?
neu	1.0	Also , the LITE version does n ' t have quick charging and is still .
neu	1.0	and I consider them a necessity at this point .
compound	0.296	Are there any out there that can share any similar from , because these so far are an issue for me from switching .
neu	0.905	Are there any out there that can share any similar from , because these so far are an issue for me from switching .
pos	0.095	Are there any out there that can share any similar from , because these so far are an issue for me from switching .
compound	0.2023	It face unlock Android low key want a phone that like the X but don ’ t want the .
neg	0.092	It face unlock Android low key want a phone that like the X but don ’ t want the .
neu	0.651	It face unlock Android low key want a phone that like the X but don ’ t want the .
pos	0.257	It face unlock Android low key want a phone that like the X but don ’ t want the .
compound	-0.5719	Commence the hate .
neg	0.649	Commence the hate .
neu	0.351	Commence the hate .
compound	0.6369	😂 Please do a review on pro m .
neg	0.127	😂 Please do a review on pro m .
neu	0.467	😂 Please do a review on pro m .
pos	0.407	😂 Please do a review on pro m .
compound	0.4404	Mi A or X one is better ?
neu	0.58	Mi A or X one is better ?
pos	0.42	Mi A or X one is better ?
compound	0.4767	like a but is actually worth .
neu	0.423	like a but is actually worth .
pos	0.577	like a but is actually worth .
neu	1.0	So this or note ?
compound	0.1553	dislike = fan I am happy with my thats faster and better than this one Dude how can I get any of these on T Mobile I have a mi a I already have this since it was phone and i have main with it : - no this is so annoying - the phone size is over almost as big as note .
neg	0.133	dislike = fan I am happy with my thats faster and better than this one Dude how can I get any of these on T Mobile I have a mi a I already have this since it was phone and i have main with it : - no this is so annoying - the phone size is over almost as big as note .
